Amplicon	Letter	Number	MT	WT	Ratio
RN_RUNX1_c	A	1	0	3	0.0
RN_RUNX1_g	A	1	2	86	0.022724690376093624
RN_SRSF2	A	1	11	1	0.9159034138218152
RN_TET2a	A	1	34	110	0.2360947156447469
RN_TET2b_c	A	1	0	0	0.0
RN_TET2b_g	A	1	0	0	0.0
RN_RUNX1_c	A	10	0	1	0.0
RN_RUNX1_g	A	10	0	3	0.0
RN_SRSF2	A	10	3	0	0.9966777408637875
RN_TET2a	A	10	0	0	0.0
RN_TET2b_c	A	10	0	0	0.0
RN_TET2b_g	A	10	0	0	0.0
RN_RUNX1_c	A	11	0	1	0.0
RN_RUNX1_g	A	11	0	3	0.0
RN_SRSF2	A	11	388	1	0.9974036657155343
RN_TET2a	A	11	1	2	0.33222591362126247
RN_TET2b_c	A	11	0	0	0.0
RN_TET2b_g	A	11	0	0	0.0
RN_RUNX1_c	A	12	1	13	0.07137758743754462
RN_RUNX1_g	A	12	11	118	0.08526470816215798
RN_SRSF2	A	12	9	15	0.3748438150770512
RN_TET2a	A	12	10	10	0.4997501249375312
RN_TET2b_c	A	12	0	0	0.0
RN_TET2b_g	A	12	0	0	0.0
RN_RUNX1_c	A	13	2	25	0.07404664938911514
RN_RUNX1_g	A	13	4	132	0.029409602235129773
RN_SRSF2	A	13	15	2	0.8818342151675485
RN_TET2a	A	13	24	5	0.827300930713547
RN_TET2b_c	A	13	0	0	0.0
RN_TET2b_g	A	13	0	0	0.0
RN_RUNX1_c	A	14	0	2	0.0
RN_RUNX1_g	A	14	0	6	0.0
RN_SRSF2	A	14	6	0	0.9983361064891847
RN_TET2a	A	14	0	1	0.0
RN_TET2b_c	A	14	0	0	0.0
RN_TET2b_g	A	14	0	0	0.0
RN_RUNX1_c	A	15	0	0	0.0
RN_RUNX1_g	A	15	0	3	0.0
RN_SRSF2	A	15	0	0	0.0
RN_TET2a	A	15	0	2	0.0
RN_TET2b_c	A	15	0	0	0.0
RN_TET2b_g	A	15	0	0	0.0
RN_RUNX1_c	A	16	2	14	0.12492192379762647
RN_RUNX1_g	A	16	2	104	0.018866144703329875
RN_SRSF2	A	16	11	8	0.578642819568648
RN_TET2a	A	16	34	4	0.8945014469876349
RN_TET2b_c	A	16	0	0	0.0
RN_TET2b_g	A	16	0	0	0.0
RN_RUNX1_c	A	17	4	8	0.33305578684429643
RN_RUNX1_g	A	17	4	112	0.0344797862253254
RN_SRSF2	A	17	6	1	0.8559201141226819
RN_TET2a	A	17	27	7	0.7938841517200824
RN_TET2b_c	A	17	0	0	0.0
RN_TET2b_g	A	17	0	0	0.0
RN_RUNX1_c	A	18	0	16	0.0
RN_RUNX1_g	A	18	2	143	0.013792152265361011
RN_SRSF2	A	18	12	1	0.9223674096848579
RN_TET2a	A	18	32	4	0.888642043876701
RN_TET2b_c	A	18	0	0	0.0
RN_TET2b_g	A	18	0	0	0.0
RN_RUNX1_c	A	19	1	22	0.0434593654932638
RN_RUNX1_g	A	19	1	180	0.005524556654328491
RN_SRSF2	A	19	5	0	0.9980039920159681
RN_TET2a	A	19	26	19	0.5776494112419462
RN_TET2b_c	A	19	0	0	0.0
RN_TET2b_g	A	19	0	0	0.0
RN_RUNX1_c	A	2	0	77	0.0
RN_RUNX1_g	A	2	8	11004	0.0007264795436981986
RN_SRSF2	A	2	12	3	0.7994670219853431
RN_TET2a	A	2	7847	17	0.9978369813873583
RN_TET2b_c	A	2	0	0	0.0
RN_TET2b_g	A	2	0	0	0.0
RN_RUNX1_c	A	20	0	17	0.0
RN_RUNX1_g	A	20	2	116	0.016947716295229218
RN_SRSF2	A	20	4	2	0.6655574043261232
RN_TET2a	A	20	25	26	0.4900999803960008
RN_TET2b_c	A	20	0	0	0.0
RN_TET2b_g	A	20	0	0	0.0
RN_RUNX1_c	A	21	1	4	0.1996007984031936
RN_RUNX1_g	A	21	0	33	0.0
RN_SRSF2	A	21	2	6	0.24968789013732834
RN_TET2a	A	21	8	4	0.6661115736885929
RN_TET2b_c	A	21	0	0	0.0
RN_TET2b_g	A	21	0	0	0.0
RN_RUNX1_c	A	22	110	13	0.8942362409560198
RN_RUNX1_g	A	22	18	253	0.06641821335006089
RN_SRSF2	A	22	8	1	0.8879023307436182
RN_TET2a	A	22	18	2	0.8995502248875562
RN_TET2b_c	A	22	0	0	0.0
RN_TET2b_g	A	22	0	0	0.0
RN_RUNX1_c	A	23	0	10	0.0
RN_RUNX1_g	A	23	10	107	0.0854627809588924
RN_SRSF2	A	23	10	12	0.45433893684688775
RN_TET2a	A	23	26	27	0.4904734955668742
RN_TET2b_c	A	23	0	0	0.0
RN_TET2b_g	A	23	0	0	0.0
RN_RUNX1_c	A	24	2	6	0.24968789013732834
RN_RUNX1_g	A	24	84	143	0.37002775208140615
RN_SRSF2	A	24	26	1	0.9626064420584968
RN_TET2a	A	24	77	7	0.9165575526723009
RN_TET2b_c	A	24	0	0	0.0
RN_TET2b_g	A	24	0	0	0.0
RN_RUNX1_c	A	3	0	32	0.0
RN_RUNX1_g	A	3	2	72	0.02702337521956492
RN_SRSF2	A	3	12	0	0.9991673605328892
RN_TET2a	A	3	9	4	0.6917755572636434
RN_TET2b_c	A	3	0	0	0.0
RN_TET2b_g	A	3	1	0	0.9900990099009901
RN_RUNX1_c	A	4	0	1600	0.0
RN_RUNX1_g	A	4	14	12416	0.001126306414878186
RN_SRSF2	A	4	9	1	0.8991008991008991
RN_TET2a	A	4	19	10	0.6549465701482247
RN_TET2b_c	A	4	0	0	0.0
RN_TET2b_g	A	4	0	0	0.0
RN_RUNX1_c	A	5	0	2	0.0
RN_RUNX1_g	A	5	0	4	0.0
RN_SRSF2	A	5	7	4	0.6357856494096277
RN_TET2a	A	5	2	0	0.9950248756218907
RN_TET2b_c	A	5	0	0	0.0
RN_TET2b_g	A	5	0	0	0.0
RN_RUNX1_c	A	6	0	18	0.0
RN_RUNX1_g	A	6	5	16479	0.0003033242518052343
RN_SRSF2	A	6	7	1	0.8739076154806492
RN_TET2a	A	6	43	30	0.5889604163813176
RN_TET2b_c	A	6	0	0	0.0
RN_TET2b_g	A	6	0	0	0.0
RN_RUNX1_c	A	7	0	0	0.0
RN_RUNX1_g	A	7	0	43	0.0
RN_SRSF2	A	7	1	14	0.06662225183211193
RN_TET2a	A	7	11	7	0.6107717934480843
RN_TET2b_c	A	7	0	0	0.0
RN_TET2b_g	A	7	1	0	0.9900990099009901
RN_RUNX1_c	A	8	0	114	0.0
RN_RUNX1_g	A	8	1	185	0.005376055050803721
RN_SRSF2	A	8	23	12	0.6569551556698087
RN_TET2a	A	8	35	3	0.9208103130755065
RN_TET2b_c	A	8	0	0	0.0
RN_TET2b_g	A	8	0	0	0.0
RN_RUNX1_c	A	9	0	7	0.0
RN_RUNX1_g	A	9	1	81	0.012193634922570418
RN_SRSF2	A	9	10	1	0.9082652134423251
RN_TET2a	A	9	50	3	0.9432182607055273
RN_TET2b_c	A	9	0	0	0.0
RN_TET2b_g	A	9	0	0	0.0
RN_RUNX1_c	B	1	1	5	0.1663893510815308
RN_RUNX1_g	B	1	0	8	0.0
RN_SRSF2	B	1	3	0	0.9966777408637875
RN_TET2a	B	1	0	80	0.0
RN_TET2b_c	B	1	0	0	0.0
RN_TET2b_g	B	1	0	0	0.0
RN_RUNX1_c	B	10	0	3	0.0
RN_RUNX1_g	B	10	0	3	0.0
RN_SRSF2	B	10	0	3	0.0
RN_TET2a	B	10	0	2	0.0
RN_TET2b_c	B	10	0	0	0.0
RN_TET2b_g	B	10	0	0	0.0
RN_RUNX1_c	B	11	1	2	0.33222591362126247
RN_RUNX1_g	B	11	0	5	0.0
RN_SRSF2	B	11	5	5	0.4995004995004995
RN_TET2a	B	11	0	3	0.0
RN_TET2b_c	B	11	0	0	0.0
RN_TET2b_g	B	11	0	0	0.0
RN_RUNX1_c	B	12	3	270	0.010988608475880004
RN_RUNX1_g	B	12	8	134	0.05633406098162102
RN_SRSF2	B	12	12	20	0.37488284910965325
RN_TET2a	B	12	5	13	0.277623542476402
RN_TET2b_c	B	12	0	0	0.0
RN_TET2b_g	B	12	0	0	0.0
RN_RUNX1_c	B	13	15	175	0.07894321351507816
RN_RUNX1_g	B	13	6	52	0.1034304430270643
RN_SRSF2	B	13	17	15	0.5310840362386754
RN_TET2a	B	13	25	44	0.36226633821185333
RN_TET2b_c	B	13	0	0	0.0
RN_TET2b_g	B	13	0	5	0.0
RN_RUNX1_c	B	14	0	6	0.0
RN_RUNX1_g	B	14	0	1	0.0
RN_SRSF2	B	14	0	1	0.0
RN_TET2a	B	14	0	3	0.0
RN_TET2b_c	B	14	0	0	0.0
RN_TET2b_g	B	14	0	0	0.0
RN_RUNX1_c	B	15	0	5	0.0
RN_RUNX1_g	B	15	0	1	0.0
RN_SRSF2	B	15	0	0	0.0
RN_TET2a	B	15	0	1	0.0
RN_TET2b_c	B	15	0	0	0.0
RN_TET2b_g	B	15	0	0	0.0
RN_RUNX1_c	B	16	4	67	0.05633009435290804
RN_RUNX1_g	B	16	0	43	0.0
RN_SRSF2	B	16	0	16	0.0
RN_TET2a	B	16	27	29	0.4820567755757901
RN_TET2b_c	B	16	0	0	0.0
RN_TET2b_g	B	16	0	0	0.0
RN_RUNX1_c	B	17	9	157	0.05421360159026565
RN_RUNX1_g	B	17	2	48	0.03999200159968007
RN_SRSF2	B	17	7	7	0.4996431120628123
RN_TET2a	B	17	8	44	0.15381657373582003
RN_TET2b_c	B	17	0	0	0.0
RN_TET2b_g	B	17	0	0	0.0
RN_RUNX1_c	B	18	0	282	0.0
RN_RUNX1_g	B	18	2	32	0.05880623346074684
RN_SRSF2	B	18	9	14	0.39113428943937417
RN_TET2a	B	18	4	15	0.21041557075223566
RN_TET2b_c	B	18	0	0	0.0
RN_TET2b_g	B	18	0	4	0.0
RN_RUNX1_c	B	19	4	90	0.0425486650356345
RN_RUNX1_g	B	19	0	73	0.0
RN_SRSF2	B	19	2	4	0.3327787021630616
RN_TET2a	B	19	6	22	0.21420921099607282
RN_TET2b_c	B	19	0	0	0.0
RN_TET2b_g	B	19	0	0	0.0
RN_RUNX1_c	B	2	1	120	0.008263779852904718
RN_RUNX1_g	B	2	0	72	0.0
RN_SRSF2	B	2	5	3	0.6242197253433208
RN_TET2a	B	2	30	8	0.7892659826361484
RN_TET2b_c	B	2	0	0	0.0
RN_TET2b_g	B	2	0	0	0.0
RN_RUNX1_c	B	20	1	111	0.008927774305865548
RN_RUNX1_g	B	20	1	133	0.007462129691814044
RN_SRSF2	B	20	6	6	0.4995836802664446
RN_TET2a	B	20	3	27	0.09996667777407531
RN_TET2b_c	B	20	0	0	0.0
RN_TET2b_g	B	20	0	0	0.0
RN_RUNX1_c	B	21	0	46	0.0
RN_RUNX1_g	B	21	0	29	0.0
RN_SRSF2	B	21	5	11	0.3123048094940662
RN_TET2a	B	21	5	16	0.23798191337458352
RN_TET2b_c	B	21	0	0	0.0
RN_TET2b_g	B	21	0	0	0.0
RN_RUNX1_c	B	22	109	227	0.32439510728847354
RN_RUNX1_g	B	22	5	117	0.040980247520695026
RN_SRSF2	B	22	9	8	0.5291005291005291
RN_TET2a	B	22	4	4	0.4993757802746567
RN_TET2b_c	B	22	0	0	0.0
RN_TET2b_g	B	22	0	0	0.0
RN_RUNX1_c	B	23	0	45	0.0
RN_RUNX1_g	B	23	0	26	0.0
RN_SRSF2	B	23	5	13	0.277623542476402
RN_TET2a	B	23	3	17	0.14992503748125935
RN_TET2b_c	B	23	0	0	0.0
RN_TET2b_g	B	23	0	0	0.0
RN_RUNX1_c	B	24	0	52	0.0
RN_RUNX1_g	B	24	54	9	0.8570068243136011
RN_SRSF2	B	24	13	2	0.866089273817455
RN_TET2a	B	24	28	8	0.7775617883921133
RN_TET2b_c	B	24	0	0	0.0
RN_TET2b_g	B	24	0	0	0.0
RN_RUNX1_c	B	3	0	30	0.0
RN_RUNX1_g	B	3	0	9	0.0
RN_SRSF2	B	3	14	2	0.8744534665833853
RN_TET2a	B	3	0	12	0.0
RN_TET2b_c	B	3	0	0	0.0
RN_TET2b_g	B	3	0	0	0.0
RN_RUNX1_c	B	4	2	1373	0.001454534876109992
RN_RUNX1_g	B	4	0	130	0.0
RN_SRSF2	B	4	2	0	0.9950248756218907
RN_TET2a	B	4	10	15	0.3998400639744102
RN_TET2b_c	B	4	0	0	0.0
RN_TET2b_g	B	4	0	1	0.0
RN_RUNX1_c	B	5	0	2	0.0
RN_RUNX1_g	B	5	0	0	0.0
RN_SRSF2	B	5	5	4	0.5549389567147613
RN_TET2a	B	5	0	2	0.0
RN_TET2b_c	B	5	0	0	0.0
RN_TET2b_g	B	5	0	0	0.0
RN_RUNX1_c	B	6	7	104	0.06305738221781822
RN_RUNX1_g	B	6	2	75	0.02597065316192702
RN_SRSF2	B	6	2	4	0.3327787021630616
RN_TET2a	B	6	15	12	0.5553498704183636
RN_TET2b_c	B	6	0	0	0.0
RN_TET2b_g	B	6	0	1	0.0
RN_RUNX1_c	B	7	0	13	0.0
RN_RUNX1_g	B	7	0	13	0.0
RN_SRSF2	B	7	1	17	0.05552470849528039
RN_TET2a	B	7	7	4	0.6357856494096277
RN_TET2b_c	B	7	0	0	0.0
RN_TET2b_g	B	7	0	0	0.0
RN_RUNX1_c	B	8	0	192	0.0
RN_RUNX1_g	B	8	0	97	0.0
RN_SRSF2	B	8	23	8	0.7416962270235408
RN_TET2a	B	8	2	8	0.1998001998001998
RN_TET2b_c	B	8	0	0	0.0
RN_TET2b_g	B	8	0	0	0.0
RN_RUNX1_c	B	9	0	127	0.0
RN_RUNX1_g	B	9	0	53	0.0
RN_SRSF2	B	9	6	4	0.5994005994005994
RN_TET2a	B	9	25	82	0.23362302588543127
RN_TET2b_c	B	9	0	0	0.0
RN_TET2b_g	B	9	0	0	0.0
RN_RUNX1_c	C	1	0	0	0.0
RN_RUNX1_g	C	1	0	9	0.0
RN_SRSF2	C	1	8	4	0.6661115736885929
RN_TET2a	C	1	7	161	0.04166418665555622
RN_TET2b_c	C	1	0	0	0.0
RN_TET2b_g	C	1	0	0	0.0
RN_RUNX1_c	C	10	0	2	0.0
RN_RUNX1_g	C	10	0	2	0.0
RN_SRSF2	C	10	0	1	0.0
RN_TET2a	C	10	0	2	0.0
RN_TET2b_c	C	10	0	0	0.0
RN_TET2b_g	C	10	0	0	0.0
RN_RUNX1_c	C	11	0	5	0.0
RN_RUNX1_g	C	11	0	4	0.0
RN_SRSF2	C	11	7	4	0.6357856494096277
RN_TET2a	C	11	0	439	0.0
RN_TET2b_c	C	11	0	0	0.0
RN_TET2b_g	C	11	0	0	0.0
RN_RUNX1_c	C	12	5	136	0.035458478122119004
RN_RUNX1_g	C	12	18	43	0.2950336010490084
RN_SRSF2	C	12	6	1222	0.004885953697445461
RN_TET2a	C	12	7	65	0.0972087210109707
RN_TET2b_c	C	12	0	0	0.0
RN_TET2b_g	C	12	0	0	0.0
RN_RUNX1_c	C	13	4	207	0.018956447561726934
RN_RUNX1_g	C	13	2	99	0.0198000198000198
RN_SRSF2	C	13	24	14	0.6314127861089187
RN_TET2a	C	13	18	39	0.31573408174004564
RN_TET2b_c	C	13	0	0	0.0
RN_TET2b_g	C	13	0	0	0.0
RN_RUNX1_c	C	14	0	1	0.0
RN_RUNX1_g	C	14	0	1	0.0
RN_SRSF2	C	14	1	7	0.12484394506866417
RN_TET2a	C	14	1	3	0.24937655860349128
RN_TET2b_c	C	14	0	0	0.0
RN_TET2b_g	C	14	0	0	0.0
RN_RUNX1_c	C	15	0	2	0.0
RN_RUNX1_g	C	15	0	2	0.0
RN_SRSF2	C	15	0	2	0.0
RN_TET2a	C	15	0	2	0.0
RN_TET2b_c	C	15	0	0	0.0
RN_TET2b_g	C	15	0	0	0.0
RN_RUNX1_c	C	16	17	178	0.08717501666581201
RN_RUNX1_g	C	16	20	60	0.24996875390576176
RN_SRSF2	C	16	7	22	0.24129610479145122
RN_TET2a	C	16	29	99	0.22654480118740725
RN_TET2b_c	C	16	0	0	0.0
RN_TET2b_g	C	16	0	0	0.0
RN_RUNX1_c	C	17	2	103	0.019045805161413198
RN_RUNX1_g	C	17	4	65	0.057962614113896534
RN_SRSF2	C	17	8	7	0.5329780146568954
RN_TET2a	C	17	8	79	0.09194345477531318
RN_TET2b_c	C	17	0	0	0.0
RN_TET2b_g	C	17	0	0	0.0
RN_RUNX1_c	C	18	1	387	0.0025772531635782584
RN_RUNX1_g	C	18	0	52	0.0
RN_SRSF2	C	18	4	21	0.15993602558976408
RN_TET2a	C	18	12	59	0.1689902830587241
RN_TET2b_c	C	18	0	0	0.0
RN_TET2b_g	C	18	0	0	0.0
RN_RUNX1_c	C	19	4	97	0.0396000396000396
RN_RUNX1_g	C	19	2	69	0.02816504717645402
RN_SRSF2	C	19	11	7	0.6107717934480843
RN_TET2a	C	19	1534	1655	0.48102702719652807
RN_TET2b_c	C	19	0	0	0.0
RN_TET2b_g	C	19	0	0	0.0
RN_RUNX1_c	C	2	2	204	0.009708266589000534
RN_RUNX1_g	C	2	1	113	0.008771160424524164
RN_SRSF2	C	2	10	19	0.3447087211306446
RN_TET2a	C	2	74	43	0.6324245790958037
RN_TET2b_c	C	2	0	0	0.0
RN_TET2b_g	C	2	2	0	0.9950248756218907
RN_RUNX1_c	C	20	1	169	0.00588200694076819
RN_RUNX1_g	C	20	1	30	0.032247662044501774
RN_SRSF2	C	20	5	11	0.3123048094940662
RN_TET2a	C	20	11	156	0.06586431950182624
RN_TET2b_c	C	20	0	0	0.0
RN_TET2b_g	C	20	0	0	0.0
RN_RUNX1_c	C	21	0	78	0.0
RN_RUNX1_g	C	21	0	16	0.0
RN_SRSF2	C	21	1	8	0.11098779134295228
RN_TET2a	C	21	6	24	0.19993335554815062
RN_TET2b_c	C	21	0	0	0.0
RN_TET2b_g	C	21	0	0	0.0
RN_RUNX1_c	C	22	104	254	0.29049467891958325
RN_RUNX1_g	C	22	2	127	0.015502674211301451
RN_SRSF2	C	22	4	12	0.24984384759525294
RN_TET2a	C	22	13	30	0.3022552894675657
RN_TET2b_c	C	22	0	0	0.0
RN_TET2b_g	C	22	0	0	0.0
RN_RUNX1_c	C	23	0	17	0.0
RN_RUNX1_g	C	23	17	9	0.6535947712418301
