Amplicon	Letter	Number	MT	WT	Ratio
RN_RUNX1_c	A	1	0	16	0.0
RN_RUNX1_g	A	1	0	15	0.0
RN_SRSF2	A	1	1	0	0.9900990099009901
RN_TET2a	A	1	9	5	0.6423982869379015
RN_TET2b_c	A	1	0	0	0.0
RN_TET2b_g	A	1	0	0	0.0
RN_RUNX1_c	A	10	0	1	0.0
RN_RUNX1_g	A	10	0	11	0.0
RN_SRSF2	A	10	1	6	0.14265335235378032
RN_TET2a	A	10	0	2	0.0
RN_TET2b_c	A	10	0	0	0.0
RN_TET2b_g	A	10	0	0	0.0
RN_RUNX1_c	A	11	1	4	0.1996007984031936
RN_RUNX1_g	A	11	0	4	0.0
RN_SRSF2	A	11	4	6	0.3996003996003996
RN_TET2a	A	11	0	27	0.0
RN_TET2b_c	A	11	0	0	0.0
RN_TET2b_g	A	11	0	0	0.0
RN_RUNX1_c	A	12	15	100	0.13042344143987478
RN_RUNX1_g	A	12	9	873	0.010203965941429236
RN_SRSF2	A	12	17	14	0.5482102547565301
RN_TET2a	A	12	40	8	0.8331597583836701
RN_TET2b_c	A	12	0	0	0.0
RN_TET2b_g	A	12	0	0	0.0
RN_RUNX1_c	A	13	28	234	0.10686615014694097
RN_RUNX1_g	A	13	32	146	0.1797651817313634
RN_SRSF2	A	13	44	19	0.6983018568481194
RN_TET2a	A	13	27	34	0.44255040157351255
RN_TET2b_c	A	13	0	0	0.0
RN_TET2b_g	A	13	0	0	0.0
RN_RUNX1_c	A	14	0	0	0.0
RN_RUNX1_g	A	14	0	1	0.0
RN_SRSF2	A	14	4	8	0.33305578684429643
RN_TET2a	A	14	0	1	0.0
RN_TET2b_c	A	14	0	0	0.0
RN_TET2b_g	A	14	0	0	0.0
RN_RUNX1_c	A	15	0	4	0.0
RN_RUNX1_g	A	15	0	3	0.0
RN_SRSF2	A	15	3	1	0.7481296758104738
RN_TET2a	A	15	0	0	0.0
RN_TET2b_c	A	15	0	0	0.0
RN_TET2b_g	A	15	0	0	0.0
RN_RUNX1_c	A	16	2	83	0.023526643924244205
RN_RUNX1_g	A	16	1	494	0.0020201612088644673
RN_SRSF2	A	16	21	129	0.13999066728884743
RN_TET2a	A	16	22	17	0.5639579594975648
RN_TET2b_c	A	16	0	0	0.0
RN_TET2b_g	A	16	0	0	0.0
RN_RUNX1_c	A	17	475	137	0.7761311089688077
RN_RUNX1_g	A	17	255	121	0.6781734528337012
RN_SRSF2	A	17	8	16	0.3331945022907122
RN_TET2a	A	17	526	22	0.9598364993339538
RN_TET2b_c	A	17	0	0	0.0
RN_TET2b_g	A	17	0	0	0.0
RN_RUNX1_c	A	18	17	180	0.08629003603877976
RN_RUNX1_g	A	18	8	178	0.04300844040642977
RN_SRSF2	A	18	21	24	0.4665629860031104
RN_TET2a	A	18	24	148	0.13952677169931982
RN_TET2b_c	A	18	0	0	0.0
RN_TET2b_g	A	18	0	0	0.0
RN_RUNX1_c	A	19	16	208	0.07142538279541093
RN_RUNX1_g	A	19	7	886	0.007838658021746677
RN_SRSF2	A	19	13	9	0.5906406179009541
RN_TET2a	A	19	24	14	0.6314127861089187
RN_TET2b_c	A	19	0	0	0.0
RN_TET2b_g	A	19	0	0	0.0
RN_RUNX1_c	A	2	2	77	0.025313251487153524
RN_RUNX1_g	A	2	3	88	0.032963410614218216
RN_SRSF2	A	2	10	12	0.45433893684688775
RN_TET2a	A	2	21	17	0.5524861878453039
RN_TET2b_c	A	2	0	0	0.0
RN_TET2b_g	A	2	0	0	0.0
RN_RUNX1_c	A	20	12	370	0.03141279024109317
RN_RUNX1_g	A	20	9	1095	0.008152100071557323
RN_SRSF2	A	20	17	25	0.4046655558200429
RN_TET2a	A	20	26	11	0.7025128343690895
RN_TET2b_c	A	20	0	0	0.0
RN_TET2b_g	A	20	0	0	0.0
RN_RUNX1_c	A	21	2	107	0.018346940647647005
RN_RUNX1_g	A	21	6	69	0.07998933475536595
RN_SRSF2	A	21	5	5	0.4995004995004995
RN_TET2a	A	21	12	5	0.7054673721340388
RN_TET2b_c	A	21	0	0	0.0
RN_TET2b_g	A	21	0	0	0.0
RN_RUNX1_c	A	22	21	80	0.20790020790020788
RN_RUNX1_g	A	22	18	108	0.14284580588842155
RN_SRSF2	A	22	15	18	0.4544077552256892
RN_TET2a	A	22	33	15	0.6873568006665278
RN_TET2b_c	A	22	0	0	0.0
RN_TET2b_g	A	22	0	0	0.0
RN_RUNX1_c	A	23	3	55	0.05171522151353215
RN_RUNX1_g	A	23	4	103	0.037379684141669
RN_SRSF2	A	23	11	11	0.4997728305315765
RN_TET2a	A	23	701	20	0.97224726425431
RN_TET2b_c	A	23	0	0	0.0
RN_TET2b_g	A	23	0	0	0.0
RN_RUNX1_c	A	24	2	10	0.16652789342214822
RN_RUNX1_g	A	24	1	45	0.021734405564007825
RN_SRSF2	A	24	2	5	0.28530670470756064
RN_TET2a	A	24	2	3	0.3992015968063872
RN_TET2b_c	A	24	0	0	0.0
RN_TET2b_g	A	24	0	0	0.0
RN_RUNX1_c	A	3	2	211	0.009389230552556218
RN_RUNX1_g	A	3	2	55	0.03508156463778284
RN_SRSF2	A	3	6	52	0.1034304430270643
RN_TET2a	A	3	4	19	0.1738374619730552
RN_TET2b_c	A	3	0	0	0.0
RN_TET2b_g	A	3	0	0	0.0
RN_RUNX1_c	A	4	8	39	0.17017655817911084
RN_RUNX1_g	A	4	6	312	0.018867331215999497
RN_SRSF2	A	4	177	12	0.9364583884450559
RN_TET2a	A	4	12	24	0.3332407664537629
RN_TET2b_c	A	4	0	0	0.0
RN_TET2b_g	A	4	0	0	0.0
RN_RUNX1_c	A	5	0	1	0.0
RN_RUNX1_g	A	5	0	3	0.0
RN_SRSF2	A	5	4	6	0.3996003996003996
RN_TET2a	A	5	1	0	0.9900990099009901
RN_TET2b_c	A	5	0	0	0.0
RN_TET2b_g	A	5	0	0	0.0
RN_RUNX1_c	A	6	11	97	0.10184242199796315
RN_RUNX1_g	A	6	2	143	0.013792152265361011
RN_SRSF2	A	6	20	13	0.6058770069675856
RN_TET2a	A	6	26	25	0.5097039796118409
RN_TET2b_c	A	6	0	0	0.0
RN_TET2b_g	A	6	0	0	0.0
RN_RUNX1_c	A	7	1	27	0.035701535166012134
RN_RUNX1_g	A	7	0	45	0.0
RN_SRSF2	A	7	12	2	0.8565310492505354
RN_TET2a	A	7	4	16	0.19990004997501248
RN_TET2b_c	A	7	0	0	0.0
RN_TET2b_g	A	7	0	0	0.0
RN_RUNX1_c	A	8	7	88	0.07367645510998842
RN_RUNX1_g	A	8	3	284	0.010452597470471413
RN_SRSF2	A	8	11	61	0.15275656158866824
RN_TET2a	A	8	22	21	0.5115089514066496
RN_TET2b_c	A	8	0	0	0.0
RN_TET2b_g	A	8	0	0	0.0
RN_RUNX1_c	A	9	8	96	0.07691568118450148
RN_RUNX1_g	A	9	6	159	0.036361432640446036
RN_SRSF2	A	9	9	13	0.40890504316219894
RN_TET2a	A	9	212	214	0.4976409004483463
RN_TET2b_c	A	9	0	0	0.0
RN_TET2b_g	A	9	0	0	0.0
RN_RUNX1_c	B	1	4	46	0.07998400319936014
RN_RUNX1_g	B	1	0	22	0.0
RN_SRSF2	B	1	3	5	0.37453183520599254
RN_TET2a	B	1	18	12	0.5998000666444518
RN_TET2b_c	B	1	0	0	0.0
RN_TET2b_g	B	1	0	0	0.0
RN_RUNX1_c	B	10	0	46	0.0
RN_RUNX1_g	B	10	0	35	0.0
RN_SRSF2	B	10	3	22	0.11995201919232307
RN_TET2a	B	10	1	1	0.49751243781094534
RN_TET2b_c	B	10	0	0	0.0
RN_TET2b_g	B	10	0	0	0.0
RN_RUNX1_c	B	11	7	16	0.3042155584528466
RN_RUNX1_g	B	11	2	17	0.10520778537611783
RN_SRSF2	B	11	25	61	0.29066387629345425
RN_TET2a	B	11	0	55	0.0
RN_TET2b_c	B	11	0	0	0.0
RN_TET2b_g	B	11	0	0	0.0
RN_RUNX1_c	B	12	76	1533	0.047234013461693834
RN_RUNX1_g	B	12	16	954	0.016494675312625644
