	Plate_Well	celltype
970	AS-198_I11	GMP
971	AS-198_I12	GMP
972	AS-198_I13	GMP
973	AS-198_I14	GMP
974	AS-198_I15	CMP
975	AS-198_I16	GMP
976	AS-198_I17	GMP
977	AS-198_I18	GMP
978	AS-198_I19	GMP
979	AS-198_I20	GMP
980	AS-198_I21	MEP
981	AS-198_I22	MEP
982	AS-198_I23	MDS_SC
983	AS-198_I24	MEP
984	AS-198_J24	CMP
985	AS-198_J23	GMP
986	AS-198_J22	MDS_SC
987	AS-198_J21	GMP2
988	AS-198_J20	GMP
989	AS-198_J19	GMP
990	AS-198_J18	GMP2
991	AS-198_J17	GMP
992	AS-198_J16	GMP2
993	AS-198_J15	GMP
994	AS-198_J14	CMP
995	AS-198_J13	MDS_SC
996	AS-198_J12	GMP2
997	AS-198_J11	GMP
998	AS-198_K11	MEP
999	AS-198_K10	GMP
1000	AS-198_K9	MEP
1001	AS-198_K8	GMP
1002	AS-198_K7	MEP
1003	AS-198_K6	GMP
1004	AS-198_K5	MEP
1005	AS-198_K4	CMP
1006	AS-198_K3	MDS_SC
1007	AS-198_K2	MEP
1008	AS-198_K1	MPP
1009	AS-198_L1	MEP
1010	AS-198_L2	CMP
1011	AS-198_L3	MDS_SC
1012	AS-198_L4	GMP
1013	AS-198_L5	GMP2
1014	AS-198_L6	GMP
1015	AS-198_L7	MPP
1016	AS-198_L8	MDS_SC
1017	AS-198_L9	GMP2
1018	AS-198_L10	GMP
1019	AS-198_L11	GMP
1020	AS-198_L12	MEP
1021	AS-198_K12	GMP2
1022	AS-198_K13	MPP
1023	AS-198_K14	GMP
1024	AS-198_K15	MEP
1025	AS-198_K16	GMP
1026	AS-198_K17	GMP
1027	AS-198_K18	CMP
1028	AS-198_K19	GMP
1029	AS-198_K20	MEP
1030	AS-198_K21	MDS_SC
1031	AS-198_K22	GMP
1032	AS-198_K23	GMP
1033	AS-198_K24	GMP
1034	AS-198_L24	MEP
1035	AS-198_L23	GMP
1036	AS-198_L22	GMP
1037	AS-198_L21	MDS_SC
1038	AS-198_L20	GMP
1039	AS-198_L19	GMP
1040	AS-198_L18	CMP
1041	AS-198_L17	MPP
1042	AS-198_L16	GMP
1043	AS-198_L15	unassigned
1044	AS-198_L14	MDS_SC
1045	AS-198_L13	GMP
1046	AS-198_M13	GMP
1047	AS-198_M12	GMP
1048	AS-198_M11	GMP
1049	AS-198_M10	GMP
1050	AS-198_M9	GMP
1051	AS-198_M8	GMP
1052	AS-198_M7	GMP
1053	AS-198_M6	GMP
1054	AS-198_M5	MEP
1055	AS-198_M4	MEP
1056	AS-198_M3	GMP
1057	AS-198_M2	CMP
1058	AS-198_M1	CMP
1059	AS-198_N1	GMP
1060	AS-198_N2	MEP
1061	AS-198_N3	GMP
1062	AS-198_N4	MEP
1063	AS-198_N5	GMP
1064	AS-198_N6	GMP
1065	AS-198_N7	GMP
1066	AS-198_N8	GMP
1067	AS-198_N9	MEP
1068	AS-198_N10	MEP
1069	AS-198_N11	CMP
1070	AS-198_N12	GMP
1071	AS-198_N13	GMP
1072	AS-198_N14	GMP
1073	AS-198_M14	MEP
1074	AS-198_M15	GMP
1075	AS-198_M16	GMP2
1076	AS-198_M17	MDS_SC
1077	AS-198_M18	GMP
1078	AS-198_M19	MDS_SC
1079	AS-198_M20	GMP
1080	AS-198_M21	CMP
1081	AS-198_M22	GMP
1082	AS-198_M23	GMP
1083	AS-198_M24	GMP
1084	AS-198_N24	GMP2
1085	AS-198_N23	GMP
1086	AS-198_N22	MEP
1087	AS-198_N21	MEP
1088	AS-198_N20	GMP
1089	AS-198_N19	CMP
1090	AS-198_N18	CMP
1091	AS-198_N17	GMP
1092	AS-198_N16	GMP
1093	AS-198_N15	HSC
1094	AS-198_O15	CMP
1095	AS-198_O14	GMP2
1096	AS-198_O13	GMP
1097	AS-198_O12	MDS_SC
1098	AS-198_O11	GMP2
1099	AS-198_O10	GMP
1100	AS-198_O9	GMP
1101	AS-198_O8	MDS_SC
1102	AS-198_O7	MEP
1103	AS-198_O6	GMP
1104	AS-198_O5	GMP
1105	AS-198_O4	GMP2
1106	AS-198_O3	GMP
1107	AS-198_O2	CMP
1108	AS-198_O1	MEP
1109	AS-198_P1	GMP
1110	AS-198_P2	GMP2
1111	AS-198_P3	GMP2
1112	AS-198_P4	GMP
1113	AS-198_P5	GMP
1114	AS-198_P6	CMP
1115	AS-198_P7	MEP
1116	AS-198_P8	GMP
1117	AS-198_P9	GMP
1118	AS-198_P10	GMP
1119	AS-198_P11	GMP
1120	AS-198_P12	MDS_SC
1121	AS-198_P13	MEP
1122	AS-198_P14	GMP
1123	AS-198_P15	GMP2
1124	AS-198_P16	GMP
1125	AS-198_O16	MDS_SC
1126	AS-198_O17	MEP
1127	AS-198_O18	GMP
1128	AS-198_O19	GMP
1129	AS-198_O20	GMP
1130	AS-198_O21	HSC
1131	AS-198_O22	MEP
1132	AS-198_O23	HSC
1133	AS-198_O24	GMP
1134	AS-198_P24	GMP
1135	AS-198_P23	MEP
1136	AS-198_P22	MDS_SC
1137	AS-198_P21	GMP2
1138	AS-198_P20	MEP
1139	AS-198_P19	MPP
1140	AS-198_P18	MEP
1141	AS-198_P17	GMP
1142	AS-201_B3	MPP
1143	AS-201_B4	MDS_SC
1144	AS-201_B5	MDS_SC
1145	AS-201_B6	MDS_SC
1146	AS-201_B7	MDS_SC
1147	AS-201_B8	MPP
1148	AS-201_B9	MDS_SC
1149	AS-201_B10	MDS_SC
1150	AS-201_B11	MPP
1151	AS-201_B12	MDS_SC
1152	AS-201_B13	MDS_SC
1153	AS-201_B14	MDS_SC
1154	AS-201_B15	MDS_SC
1155	AS-201_B16	MPP
1156	AS-201_B17	MPP
1157	AS-201_B18	MDS_SC
1158	AS-201_B19	MPP
1159	AS-201_B20	HSC
1160	AS-201_B21	MDS_SC
1161	AS-201_B22	MDS_SC
1162	AS-201_B23	MDS_SC
1163	AS-201_C23	MPP
1164	AS-201_C22	MDS_SC
1165	AS-201_C21	MDS_SC
1166	AS-201_C20	MPP
1167	AS-201_C19	MDS_SC
1168	AS-201_C18	MDS_SC
1169	AS-201_C17	MPP
1170	AS-201_C16	MDS_SC
1171	AS-201_C15	MDS_SC
1172	AS-201_C14	HSC
1173	AS-201_C13	MDS_SC
1174	AS-201_C12	MDS_SC
1175	AS-201_C11	MPP
1176	AS-201_C10	MPP
1177	AS-201_C9	MDS_SC
1178	AS-201_C8	MDS_SC
1179	AS-201_C7	MDS_SC
1180	AS-201_C6	MPP
1181	AS-201_C5	MDS_SC
1182	AS-201_C4	MDS_SC
1183	AS-201_D3	MDS_SC
1184	AS-201_D2	MDS_SC
1185	AS-201_C2	MDS_SC
1186	AS-201_E2	MDS_SC
1187	AS-201_E3	MDS_SC
1188	AS-201_E4	MDS_SC
1189	AS-201_E5	MDS_SC
1190	AS-201_D5	MPP
1191	AS-201_D6	MDS_SC
1192	AS-201_D7	HSC
1193	AS-201_D8	MDS_SC
1194	AS-201_D9	MDS_SC
1195	AS-201_D10	MPP
1196	AS-201_D11	MDS_SC
1197	AS-201_D12	MPP
1198	AS-201_D13	MPP
1199	AS-201_D14	MPP
1200	AS-201_D15	MDS_SC
1201	AS-201_D16	MDS_SC
1202	AS-201_D17	MPP
1203	AS-201_D18	MDS_SC
1204	AS-201_D19	MDS_SC
1205	AS-201_D20	MPP
1206	AS-201_D21	MDS_SC
1207	AS-201_D22	MDS_SC
1208	AS-201_D23	HSC
1209	AS-201_E23	HSC
1210	AS-201_E22	MDS_SC
1211	AS-201_E21	MPP
1212	AS-201_E20	MDS_SC
1213	AS-201_E19	MDS_SC
1214	AS-201_E18	MDS_SC
1215	AS-201_E17	MDS_SC
1216	AS-201_E16	unassigned
1217	AS-201_E15	MPP
1218	AS-201_E14	MDS_SC
1219	AS-201_E13	MDS_SC
1220	AS-201_E12	MDS_SC
1221	AS-201_E11	MPP
1222	AS-201_E10	MPP
1223	AS-201_E9	MDS_SC
1224	AS-201_E8	MPP
1225	AS-201_E7	MPP
1226	AS-201_E6	MDS_SC
1227	AS-201_F6	MDS_SC
1228	AS-201_F5	MDS_SC
1229	AS-201_F4	MPP
1230	AS-201_F3	MDS_SC
1231	AS-201_F2	MDS_SC
1232	AS-201_G2	MDS_SC
1233	AS-201_G3	MDS_SC
1234	AS-201_G4	MPP
1235	AS-201_G5	MPP
1236	AS-201_G6	HSC
1237	AS-201_G7	MDS_SC
1238	AS-201_F7	MDS_SC
1239	AS-201_F8	MDS_SC
1240	AS-201_F9	MDS_SC
1241	AS-201_F10	MDS_SC
1242	AS-201_F11	MDS_SC
1243	AS-201_F12	MDS_SC
1244	AS-201_F13	MDS_SC
1245	AS-201_F14	MDS_SC
1246	AS-201_F15	MPP
1247	AS-201_F16	MDS_SC
1248	AS-201_F17	MDS_SC
1249	AS-201_F18	MPP
1250	AS-201_F19	MDS_SC
1251	AS-201_F20	MDS_SC
1252	AS-201_F21	MDS_SC
1253	AS-201_F22	MPP
1254	AS-201_F23	HSC
1255	AS-201_G23	MPP
1256	AS-201_G22	MDS_SC
1257	AS-201_G21	unassigned
1258	AS-201_G20	MPP
1259	not_seq_NE1_A2	NE
1260	not_seq_NE1_A3	NE
1261	not_seq_NE1_A4	NE
1262	not_seq_NE1_A5	NE
1263	not_seq_NE1_A6	NE
1264	not_seq_NE1_A7	NE
1265	not_seq_NE1_A8	NE
1266	not_seq_NE1_A9	NE
1267	not_seq_NE1_A10	NE
1268	not_seq_NE1_A11	NE
1269	not_seq_NE1_A12	NE
1270	not_seq_NE1_A13	NE
1271	not_seq_NE1_A14	NE
1272	not_seq_NE1_A15	NE
1273	not_seq_NE1_A16	NE
1274	not_seq_NE1_A17	NE
1275	not_seq_NE1_A18	NE
1276	not_seq_NE1_A19	NE
1277	not_seq_NE1_A20	NE
1278	not_seq_NE1_A21	NE
1279	not_seq_NE1_A22	NE
1280	not_seq_NE1_A23	NE
1281	not_seq_NE1_A24	NE
1282	not_seq_NE1_B24	NE
1283	not_seq_NE1_B23	NE
1284	not_seq_NE1_B22	NE
1285	not_seq_NE1_B21	NE
1286	not_seq_NE1_B20	NE
1287	not_seq_NE1_B19	NE
1288	not_seq_NE1_B18	NE
1289	not_seq_NE1_B17	NE
1290	not_seq_NE1_B16	NE
1291	not_seq_NE1_B15	NE
1292	not_seq_NE1_B14	NE
1293	not_seq_NE1_B13	NE
1294	not_seq_NE1_B12	NE
1295	not_seq_NE1_B11	NE
1296	not_seq_NE1_B10	NE
1297	not_seq_NE1_B9	NE
1298	not_seq_NE1_B8	NE
1299	not_seq_NE1_B7	NE
1300	not_seq_NE1_B6	NE
1301	not_seq_NE1_B5	NE
1302	not_seq_NE1_B4	NE
1303	not_seq_NE1_B3	NE
1304	not_seq_NE1_C2	NE
1305	not_seq_NE1_C1	NE
1306	not_seq_NE1_B1	NE
1307	not_seq_NE1_D1	NE
1308	not_seq_NE1_D2	NE
1309	not_seq_NE1_D3	NE
1310	not_seq_NE1_D4	NE
1311	not_seq_NE1_C4	NE
1312	not_seq_NE1_C5	NE
1313	not_seq_NE1_C6	NE
1314	not_seq_NE1_C7	NE
1315	not_seq_NE1_C8	NE
1316	not_seq_NE1_C9	NE
1317	not_seq_NE1_C10	NE
1318	not_seq_NE1_C11	NE
1319	not_seq_NE1_C12	NE
1320	not_seq_NE1_C13	NE
1321	not_seq_NE1_C14	NE
1322	not_seq_NE1_C15	NE
1323	not_seq_NE1_C16	NE
1324	not_seq_NE1_C17	NE
1325	not_seq_NE1_C18	NE
1326	not_seq_NE1_C19	NE
1327	not_seq_NE1_C20	NE
1328	not_seq_NE1_C21	NE
1329	not_seq_NE1_C22	NE
1330	not_seq_NE1_C23	NE
1331	not_seq_NE1_C24	NE
1332	not_seq_NE1_D24	NE
1333	not_seq_NE1_D23	NE
1334	not_seq_NE1_D22	NE
1335	not_seq_NE1_D21	NE
1336	not_seq_NE1_D20	NE
1337	not_seq_NE1_D19	NE
1338	not_seq_NE1_D18	NE
1339	not_seq_NE1_D17	NE
1340	not_seq_NE1_D16	NE
1341	not_seq_NE1_D15	NE
1342	not_seq_NE1_D14	NE
1343	not_seq_NE1_D13	NE
1344	not_seq_NE1_D12	NE
1345	not_seq_NE1_D11	NE
1346	not_seq_NE1_D10	NE
1347	not_seq_NE1_D9	NE
1348	not_seq_NE1_D8	NE
1349	not_seq_NE1_D7	NE
1350	not_seq_NE1_D6	NE
1351	not_seq_NE1_D5	NE
1352	not_seq_NE1_E5	NE
1353	not_seq_NE1_E4	NE
1354	not_seq_NE1_E3	NE
1355	not_seq_NE1_E2	NE
1356	not_seq_NE1_E1	NE
1357	not_seq_NE1_F1	NE
1358	not_seq_NE1_F2	NE
1359	not_seq_NE1_F3	NE
1360	not_seq_NE1_F4	NE
1361	not_seq_NE1_F5	NE
1362	not_seq_NE1_F6	NE
1363	not_seq_NE1_E6	NE
1364	not_seq_NE1_E7	NE
1365	not_seq_NE1_E8	NE
1366	not_seq_NE1_E9	NE
1367	not_seq_NE1_E10	NE
1368	not_seq_NE1_E11	NE
1369	not_seq_NE1_E12	NE
1370	not_seq_NE1_E13	NE
1371	not_seq_NE1_E14	NE
1372	not_seq_NE1_E15	NE
1373	not_seq_NE1_E16	NE
1374	not_seq_NE1_E17	NE
1375	not_seq_NE1_E18	NE
1376	not_seq_NE1_E19	NE
1377	not_seq_NE1_E20	NE
1378	not_seq_NE1_E21	NE
1379	not_seq_NE1_E22	NE
1380	not_seq_NE1_E23	NE
1381	not_seq_NE1_E24	NE
1382	not_seq_NE1_F24	NE
1383	not_seq_NE1_F23	NE
1384	not_seq_NE1_F22	NE
1385	not_seq_NE1_F21	NE
1386	not_seq_NE1_F20	NE
1387	not_seq_NE1_F19	NE
1388	not_seq_NE1_F18	NE
1389	not_seq_NE1_F17	NE
1390	not_seq_NE1_F16	NE
1391	not_seq_NE1_F15	NE
1392	not_seq_NE1_F14	NE
1393	not_seq_NE1_F13	NE
1394	not_seq_NE1_F12	NE
1395	not_seq_NE1_F11	NE
1396	not_seq_NE1_F10	NE
1397	not_seq_NE1_F9	NE
1398	not_seq_NE1_F8	NE
1399	not_seq_NE1_F7	NE
1400	not_seq_NE1_G7	NE
1401	not_seq_NE1_G6	NE
1402	not_seq_NE1_G5	NE
1403	not_seq_NE1_G4	NE
1404	not_seq_NE1_G3	NE
1405	not_seq_NE1_G2	NE
1406	not_seq_NE1_G1	NE
1407	not_seq_NE1_H1	NE
1408	not_seq_NE1_H2	NE
1409	not_seq_NE1_H3	NE
1410	not_seq_NE1_H4	NE
1411	not_seq_NE1_H5	NE
1412	not_seq_NE1_H6	NE
1413	not_seq_NE1_H7	NE
1414	not_seq_NE1_H8	NE
1415	not_seq_NE1_G8	NE
1416	not_seq_NE1_G9	NE
1417	not_seq_NE1_G10	NE
1418	not_seq_NE1_G11	NE
1419	not_seq_NE1_G12	NE
1420	not_seq_NE1_G13	NE
1421	not_seq_NE1_G14	NE
1422	not_seq_NE1_G15	NE
1423	not_seq_NE1_G16	NE
1424	not_seq_NE1_G17	NE
1425	not_seq_NE1_G18	NE
1426	not_seq_NE1_G19	NE
1427	not_seq_NE1_G20	NE
1428	not_seq_NE1_G21	NE
1429	not_seq_NE1_G22	NE
1430	not_seq_NE1_G23	NE
1431	not_seq_NE1_G24	NE
1432	not_seq_NE1_H24	NE
1433	not_seq_NE1_H23	NE
1434	not_seq_NE1_H22	NE
1435	not_seq_NE1_H21	NE
1436	not_seq_NE1_H20	NE
1437	not_seq_NE1_H19	NE
1438	not_seq_NE1_H18	NE
1439	not_seq_NE1_H17	NE
1440	not_seq_NE1_H16	NE
1441	not_seq_NE1_H15	NE
1442	not_seq_NE1_H14	NE
1443	not_seq_NE1_H13	NE
1444	not_seq_NE1_H12	NE
1445	not_seq_NE1_H11	NE
1446	not_seq_NE1_H10	NE
1447	not_seq_NE1_H9	NE
1448	not_seq_NE1_I9	NE
1449	not_seq_NE1_I8	NE
1450	not_seq_NE1_I7	NE
1451	not_seq_NE1_I6	NE
1452	not_seq_NE1_I5	NE
1453	not_seq_NE1_I4	NE
1454	not_seq_NE1_I3	NE
1455	not_seq_NE1_I2	NE
1456	not_seq_NE1_I1	NE
1457	not_seq_NE1_J1	NE
1458	not_seq_NE1_J2	NE
1459	not_seq_NE1_J3	NE
1460	not_seq_NE1_J4	NE
1461	not_seq_NE1_J5	NE
1462	not_seq_NE1_J6	NE
1463	not_seq_NE1_J7	NE
1464	not_seq_NE1_J8	NE
1465	not_seq_NE1_J9	NE
1466	not_seq_NE1_J10	NE
1467	not_seq_NE1_I10	NE
1468	not_seq_NE1_I11	NE
1469	not_seq_NE1_I12	NE
1470	not_seq_NE1_I13	NE
1471	not_seq_NE1_I14	NE
1472	not_seq_NE1_I15	NE
1473	not_seq_NE1_I16	NE
1474	not_seq_NE1_I17	NE
1475	not_seq_NE1_I18	NE
1476	not_seq_NE1_I19	NE
1477	not_seq_NE1_I20	NE
1478	not_seq_NE1_I21	NE
1479	not_seq_NE1_I22	NE
1480	not_seq_NE1_I23	NE
1481	not_seq_NE1_I24	NE
1482	not_seq_NE1_J24	NE
1483	not_seq_NE1_J23	NE
1484	not_seq_NE1_J22	NE
1485	not_seq_NE1_J21	NE
1486	not_seq_NE1_J20	NE
1487	not_seq_NE1_J19	NE
1488	not_seq_NE1_J18	NE
1489	not_seq_NE1_J17	NE
1490	not_seq_NE1_J16	NE
1491	not_seq_NE1_J15	NE
1492	not_seq_NE1_J14	NE
1493	not_seq_NE1_J13	NE
1494	not_seq_NE1_J12	NE
1495	not_seq_NE1_J11	NE
1496	not_seq_NE1_K11	NE
1497	not_seq_NE1_K10	NE
1498	not_seq_NE1_K9	NE
1499	not_seq_NE1_K8	NE
1500	not_seq_NE1_K7	NE
1501	not_seq_NE1_K6	NE
1502	not_seq_NE1_K5	NE
1503	not_seq_NE1_K4	NE
1504	not_seq_NE1_K3	NE
1505	not_seq_NE1_K2	NE
1506	not_seq_NE1_K1	NE
1507	not_seq_NE1_L1	NE
1508	not_seq_NE1_L2	NE
1509	not_seq_NE1_L3	NE
1510	not_seq_NE1_L4	NE
1511	not_seq_NE1_L5	NE
1512	not_seq_NE1_L6	NE
1513	not_seq_NE1_L7	NE
1514	not_seq_NE1_L8	NE
1515	not_seq_NE1_L9	NE
1516	not_seq_NE1_L10	NE
1517	not_seq_NE1_L11	NE
1518	not_seq_NE1_L12	NE
1519	not_seq_NE1_K12	NE
1520	not_seq_NE1_K13	NE
1521	not_seq_NE1_K14	NE
1522	not_seq_NE1_K15	NE
1523	not_seq_NE1_K16	NE
1524	not_seq_NE1_K17	NE
1525	not_seq_NE1_K18	NE
1526	not_seq_NE1_K19	NE
1527	not_seq_NE1_K20	NE
1528	not_seq_NE1_K21	NE
1529	not_seq_NE1_K22	NE
1530	not_seq_NE1_K23	NE
1531	not_seq_NE1_K24	NE
1532	not_seq_NE1_L24	NE
1533	not_seq_NE1_L23	NE
1534	not_seq_NE1_L22	NE
1535	not_seq_NE1_L21	NE
1536	not_seq_NE1_L20	NE
1537	not_seq_NE1_L19	NE
1538	not_seq_NE1_L18	NE
1539	not_seq_NE1_L17	NE
1540	not_seq_NE1_L16	NE
1541	not_seq_NE1_L15	NE
1542	not_seq_NE1_L14	NE
1543	not_seq_NE1_L13	NE
1544	not_seq_NE1_M13	NE
1545	not_seq_NE1_M12	NE
1546	not_seq_NE1_M11	NE
1547	not_seq_NE1_M10	NE
1548	not_seq_NE1_M9	NE
1549	not_seq_NE1_M8	NE
1550	not_seq_NE1_M7	NE
1551	not_seq_NE1_M6	NE
1552	not_seq_NE1_M5	NE
1553	not_seq_NE1_M4	NE
1554	not_seq_NE1_M3	NE
1555	not_seq_NE1_M2	NE
1556	not_seq_NE1_M1	NE
1557	not_seq_NE1_N1	NE
1558	not_seq_NE1_N2	NE
1559	not_seq_NE1_N3	NE
1560	not_seq_NE1_N4	NE
1561	not_seq_NE1_N5	NE
1562	not_seq_NE1_N6	NE
1563	not_seq_NE1_N7	NE
1564	not_seq_NE1_N8	NE
1565	not_seq_NE1_N9	NE
1566	not_seq_NE1_N10	NE
1567	not_seq_NE1_N11	NE
1568	not_seq_NE1_N12	NE
1569	not_seq_NE1_N13	NE
1570	not_seq_NE1_N14	NE
1571	not_seq_NE1_M14	NE
1572	not_seq_NE1_M15	NE
1573	not_seq_NE1_M16	NE
1574	not_seq_NE1_M17	NE
1575	not_seq_NE1_M18	NE
1576	not_seq_NE1_M19	NE
1577	not_seq_NE1_M20	NE
1578	not_seq_NE1_M21	NE
1579	not_seq_NE1_M22	NE
1580	not_seq_NE1_M23	NE
1581	not_seq_NE1_M24	NE
1582	not_seq_NE1_N24	NE
1583	not_seq_NE1_N23	NE
1584	not_seq_NE1_N22	NE
1585	not_seq_NE1_N21	NE
1586	not_seq_NE1_N20	NE
1587	not_seq_NE1_N19	NE
1588	not_seq_NE1_N18	NE
1589	not_seq_NE1_N17	NE
1590	not_seq_NE1_N16	NE
1591	not_seq_NE1_N15	NE
1592	not_seq_NE1_O15	NE
1593	not_seq_NE1_O14	NE
1594	not_seq_NE1_O13	NE
1595	not_seq_NE1_O12	NE
1596	not_seq_NE1_O11	NE
1597	not_seq_NE1_O10	NE
1598	not_seq_NE1_O9	NE
1599	not_seq_NE1_O8	NE
1600	not_seq_NE1_O7	NE
1601	not_seq_NE1_O6	NE
1602	not_seq_NE1_O5	NE
1603	not_seq_NE1_O4	NE
1604	not_seq_NE1_O3	NE
1605	not_seq_NE1_O2	NE
1606	not_seq_NE1_O1	NE
1607	not_seq_NE1_P1	NE
1608	not_seq_NE1_P2	NE
1609	not_seq_NE1_P3	NE
1610	not_seq_NE1_P4	NE
1611	not_seq_NE1_P5	NE
1612	not_seq_NE1_P6	NE
1613	not_seq_NE1_P7	NE
1614	not_seq_NE1_P8	NE
1615	not_seq_NE1_P9	NE
1616	not_seq_NE1_P10	NE
1617	not_seq_NE1_P11	NE
1618	not_seq_NE1_P12	NE
1619	not_seq_NE1_P13	NE
1620	not_seq_NE1_P14	NE
1621	not_seq_NE1_P15	NE
1622	not_seq_NE1_P16	NE
1623	not_seq_NE1_O16	NE
1624	not_seq_NE1_O17	NE
1625	not_seq_NE1_O18	NE
1626	not_seq_NE1_O19	NE
1627	not_seq_NE1_O20	NE
1628	not_seq_NE1_O21	NE
1629	not_seq_NE1_O22	NE
1630	not_seq_NE1_O23	NE
1631	not_seq_NE1_O24	NE
1632	not_seq_NE1_P24	NE
1633	not_seq_NE1_P23	NE
1634	not_seq_NE1_P22	NE
1635	not_seq_NE1_P21	NE
1636	not_seq_NE1_P20	NE
1637	not_seq_NE1_P19	NE
1638	not_seq_NE1_P18	NE
1639	not_seq_NE1_P17	NE
1640	AS-189_A2	NE
1641	AS-189_A3	NE
1642	AS-189_A4	NE
1643	AS-189_A5	NE
1644	AS-189_A6	NE
1645	AS-189_A7	NE
1646	AS-189_A8	NE
1647	AS-189_A9	NE
1648	AS-189_A10	NE
1649	AS-189_A11	NE
1650	AS-189_A12	NE
1651	AS-189_A13	NE
1652	AS-189_A14	NE
1653	AS-189_A15	NE
1654	AS-189_A16	NE
1655	AS-189_A17	NE
1656	AS-189_A18	NE
1657	AS-189_A19	NE
1658	AS-189_A20	NE
1659	AS-189_A21	NE
1660	AS-189_A22	NE
1661	AS-189_A23	NE
1662	AS-189_A24	NE
1663	AS-189_B24	NE
1664	AS-189_B23	NE
1665	AS-189_B22	NE
1666	AS-189_B21	NE
1667	AS-189_B20	NE
1668	AS-189_B19	NE
1669	AS-189_B18	NE
1670	AS-189_B17	NE
1671	AS-189_B16	NE
1672	AS-189_B15	NE
1673	AS-189_B14	NE
1674	AS-189_B13	NE
1675	AS-189_B12	NE
1676	AS-189_B11	NE
1677	AS-189_B10	NE
1678	AS-189_B9	NE
1679	AS-189_B8	NE
1680	AS-189_B7	NE
1681	AS-189_B6	NE
1682	AS-189_B5	NE
1683	AS-189_B4	NE
1684	AS-189_B3	NE
1685	AS-189_C2	NE
1686	AS-189_C1	NE
1687	AS-189_B1	NE
1688	AS-189_D1	NE
1689	AS-189_D2	NE
1690	AS-189_D3	NE
1691	AS-189_D4	NE
1692	AS-189_C4	NE
1693	AS-189_C5	NE
1694	AS-189_C6	NE
1695	AS-189_C7	NE
1696	AS-189_C8	NE
1697	AS-189_C9	NE
1698	AS-189_C10	NE
1699	AS-189_C11	NE
1700	AS-189_C12	NE
1701	AS-189_C13	NE
1702	AS-189_C14	NE
1703	AS-189_C15	NE
1704	AS-189_C16	NE
1705	AS-189_C17	NE
1706	AS-189_C18	NE
1707	AS-189_C19	NE
1708	AS-189_C20	NE
1709	AS-189_C21	NE
1710	AS-189_C22	NE
1711	AS-189_C23	NE
1712	AS-189_C24	NE
1713	AS-189_D24	NE
1714	AS-189_D23	NE
1715	AS-189_D22	NE
1716	AS-189_D21	NE
1717	AS-189_D20	NE
1718	AS-189_D19	NE
1719	AS-189_D18	NE
1720	AS-189_D17	NE
1721	AS-189_D16	NE
1722	AS-189_D15	NE
1723	AS-189_D14	NE
1724	AS-189_D13	NE
1725	AS-189_D12	NE
1726	AS-189_D11	NE
1727	AS-189_D10	NE
1728	AS-189_D9	NE
1729	AS-189_D8	NE
1730	AS-189_D7	NE
1731	AS-189_D6	NE
1732	AS-189_D5	NE
1733	AS-189_E5	NE
1734	AS-189_E4	NE
1735	AS-189_E3	NE
1736	AS-189_E2	NE
1737	AS-189_E1	NE
1738	AS-189_F1	NE
1739	AS-189_F2	NE
1740	AS-189_F3	NE
1741	AS-189_F4	NE
1742	AS-189_F5	NE
1743	AS-189_F6	NE
1744	AS-189_E6	NE
1745	AS-189_E7	NE
1746	AS-189_E8	NE
1747	AS-189_E9	NE
1748	AS-189_E10	NE
1749	AS-189_E11	NE
1750	AS-189_E12	NE
1751	AS-189_E13	NE
1752	AS-189_E14	NE
1753	AS-189_E15	NE
1754	AS-189_E16	NE
1755	AS-189_E17	NE
1756	AS-189_E18	NE
1757	AS-189_E19	NE
1758	AS-189_E20	NE
1759	AS-189_E21	NE
1760	AS-189_E22	NE
1761	AS-189_E23	NE
1762	AS-189_E24	NE
1763	AS-189_F24	NE
1764	AS-189_F23	NE
1765	AS-189_F22	NE
1766	AS-189_F21	NE
1767	AS-189_F20	NE
1768	AS-189_F19	NE
1769	AS-189_F18	NE
1770	AS-189_F17	NE
1771	AS-189_F16	NE
1772	AS-189_F15	NE
1773	AS-189_F14	NE
1774	AS-189_F13	NE
1775	AS-189_F12	NE
1776	AS-189_F11	NE
1777	AS-189_F10	NE
1778	AS-189_F9	NE
1779	AS-189_F8	NE
1780	AS-189_F7	NE
1781	AS-189_G7	NE
1782	AS-189_G6	NE
1783	AS-189_G5	NE
1784	AS-189_G4	NE
1785	AS-189_G3	NE
1786	AS-189_G2	NE
1787	AS-189_G1	NE
1788	AS-189_H1	NE
1789	AS-189_H2	NE
1790	AS-189_H3	NE
1791	AS-189_H4	NE
1792	AS-189_H5	NE
1793	AS-189_H6	NE
1794	AS-189_H7	NE
1795	AS-189_H8	NE
1796	AS-189_G8	NE
1797	AS-189_G9	NE
1798	AS-189_G10	NE
1799	AS-189_G11	NE
1800	AS-189_G12	NE
1801	AS-189_G13	NE
1802	AS-189_G14	NE
1803	AS-189_G15	NE
1804	AS-189_G16	NE
1805	AS-189_G17	NE
1806	AS-189_G18	NE
1807	AS-189_G19	NE
1808	AS-189_G20	NE
1809	AS-189_G21	NE
1810	AS-189_G22	NE
1811	AS-189_G23	NE
1812	AS-189_G24	NE
1813	AS-189_H24	NE
1814	AS-189_H23	NE
1815	AS-189_H22	NE
1816	AS-189_H21	NE
1817	AS-189_H20	NE
1818	AS-189_H19	NE
1819	AS-189_H18	NE
